1000	1501
10000	8115
10001	142
10001	4086
10001	4087
10002	1025
10002	10514
10002	1406
10002	3065
10002	5931
10002	5933
10002	6257
10002	9611
10009	10009
1001	1001
10010	7185
10010	7186
10010	7187
10010	7874
10010	8517
10014	10014
10014	11337
10014	23468
10014	2623
10014	2624
10014	2810
10014	4205
10014	4208
10014	4209
10014	4261
10014	54880
10014	55806
10014	604
10014	9611
None	None
None	23593
None	356
None	93487
10017	10017
10017	572
10017	578
10017	596
10017	598
10018	10018
10018	399664
10018	596
10018	598
10018	599
10018	8655
10019	10019
10019	919
1002	1000
10020	1400
10020	55183
10020	7704
10023	1855
10024	705
10026	250
1003	1445
1003	1495
1003	1499
1003	1832
1003	3791
1003	50855
1003	344593
1003	5787
10039	142
1004	1004
10044	10278
10044	2048
4950	4950
4950	2705
4950	4089
4950	57154
4950	58
4950	7046
4950	7082
4950	7525
10052	7082
10053	10618
10053	1174
10053	162
10053	164
10053	2580
10053	3949
10053	5817
1006	1499
10060	3764
10062	54556
10062	5465
10062	54929
10062	6257
10062	6258
10062	8202
10062	8431
10062	87
10062	9611
10067	10413
10067	11060
10067	23327
10067	4734
10067	7251
1007	1004
1007	1007
1007	1013
1007	1016
1007	1499
10075	1029
10075	6346
10075	7157
10083	10083
10083	4647
10085	3685
10093	10094
10093	10096
10093	10097
10093	55819
10094	10096
10094	10163
10094	116985
10094	55258
10095	10093
10095	10097
10095	7454
10096	2017
10096	643336
10097	10096
10097	70
1010	1016
10105	291
10105	642585
10107	10107
10111	4361
10111	60561
10114	367
10114	3985
10114	409
10114	5998
10114	6478
10114	7041
10114	712
10114	79753
10114	8772
10114	8994
10116	10116
10116	9856
1012	1012
10125	3265
10131	2131
10131	5925
10133	2353
10133	4218
10133	51019
10133	79735
10134	10134
10134	351
10134	4628
10134	5355
10134	596
10134	6843
10134	834
1014	1499
10140	4082
10140	4086
10140	4087
10140	4088
10140	4089
10140	4090
10140	4091
10142	10460
10142	1192
10142	1453
10142	1454
10142	5519
10142	5523
10142	5576
10142	5577
10142	5581
10142	7257
10142	9322
10146	10146
10146	1445
10146	5921
10148	3592
10148	9466
10148	9527
10152	22954
10152	51019
10152	54474
10153	3902
10153	4801
10153	7157
10155	10155
10155	1051
10155	1107
10158	10813
10158	10980
10158	5174
1016	1004
10163	10096
10163	10097
10163	10152
10163	10163
10163	10458
10163	10787
10163	1793
10163	695
10163	643336
10168	10155
10168	10168
1017	1017
1017	1027
1017	1045
1017	1050
1017	4088
1017	4173
1017	4605
1017	4800
1017	51343
1017	5424
1017	5425
1017	5573
1017	5744
1017	5771
1017	5925
1017	64061
1017	7157
1017	8317
1017	898
1017	902
1017	990
10174	54507
10174	79869
10174	9231
10174	9667
10174	387104
10179	10363
10179	11007
10188	1213
10188	1464
10188	1956
10188	4168
10188	55846
10188	643336
10196	8106
10199	92856
102	1942
10200	11161
10200	1785
10200	23517
10200	26574
10200	5073
10200	6597
10200	7064
10200	83658
10200	8666
10203	10266
10203	10267
10203	10268
10203	133
10203	796
10204	53371
10204	5901
10207	10369
10207	2903
10207	2904
10207	2905
10207	3766
10207	3772
10207	6329
1021	1021
1021	1029
1021	1032
1021	5111
1021	595
1021	7046
1021	896
10215	4821
10218	10218
10220	93
10221	5604
10225	5817
10228	8417
10228	8674
10228	8773
10233	940
1024	892
1024	902
1024	9794
1024	9968
10244	9367
10248	10248
1025	3572
1025	367
1025	4605
1025	4790
1025	5300
1025	5430
1025	5925
1025	7157
1025	7186
1025	8812
1025	8851
1025	904
1025	905
1025	100130633
1025	997
10253	54507
10253	867
10253	9721
10254	3716
10254	3717
10254	3718
10254	9101
10256	199731
10256	407835
10256	6788
10256	6789
10256	8315
10266	3375
10266	796
10267	3375
10267	796
10268	10268
1027	10971
1027	10987
1027	3839
1027	3841
1027	595
1027	7186
1027	7533
1027	890
1027	896
10270	5576
10270	595
10270	836
10270	896
10276	None
10278	10174
10278	2185
10278	5747
10278	5782
1028	5111
1028	9134
10280	287
10284	3065
10284	5427
10284	79159
10285	3837
10285	6628
10286	2099
10286	2100
10286	5241
10286	640
1029	1029
1029	1869
1029	23253
1029	2935
1029	3091
1029	3326
1029	4193
1029	5824
1029	7167
1029	652522
1029	79026
10291	4088
10291	57154
10291	6667
10293	7133
10293	7185
10293	7186
10297	1499
10298	10298
10298	3685
10298	3693
10298	3984
10298	643336
10300	7046
10302	3725
1031	1021
1031	1029
1031	10980
1031	2661
10316	10316
10316	10874
1032	79735
10320	10284
10320	22806
10320	3065
10320	6908
10320	7329
10326	10326
10330	22877
10333	10131
10333	7097
10342	10342
10342	11161
10342	54622
10342	7706
10345	3270
10345	6261
10362	11007
10362	675
10363	10363
10369	1739
10369	1740
10369	1741
10369	2890
10369	2893
10370	1387
10370	3091
10370	7020
10370	7022
10371	7869
10371	8829
10390	10390
10391	58
10403	10403
10403	51019
10403	51421
10403	5701
10403	5925
10403	8243
10403	8379
1041	1041
10411	100133211
10411	4130
10413	10971
10413	2066
10413	23558
10413	4092
10413	7003
10413	7004
10413	860
10413	9368
10418	351
10419	10419
10419	10971
10419	3716
10419	3717
10419	3718
10419	4155
10419	6628
10419	100129492
10419	6634
10420	1072
10421	10907
10421	51729
10421	6628
10421	914
10426	10142
10426	27175
10426	100133673
10428	1457
10435	23433
10435	643336
10436	10657
10436	54977
1044	1050
10444	8453
1045	1045
1045	1387
1045	1432
1045	5594
1045	6927
10450	56949
10451	1956
10451	3480
10451	391
10451	5295
10451	5335
10451	5879
10451	6098
10456	10971
10456	2017
10456	3059
10456	3552
10456	5243
10456	5311
10456	8647
10458	11161
10458	2059
10458	22941
10458	51517
10458	5879
10458	8825
10458	643336
1046	3202
10460	8458
10461	10188
10461	10461
10461	2621
10461	659
10461	8543
10463	10499
10465	8559
10465	9128
10468	653
10469	10440
10469	10469
10469	369
1047	2515
10474	10284
10474	6871
10474	7157
10478	5824
10481	4211
10484	10427
10484	9632
10486	55660
10489	11030
10489	100132973
10492	127833
10492	3184
10492	6857
10492	653303
10494	10494
10494	2801
10494	7534
10495	4110
10495	55068
10497	114034
10497	8447
10497	8448
10499	10521
10499	1499
10499	1746
10499	2099
10499	2103
10499	3091
10499	3164
10499	3172
10499	367
10499	405
10499	4208
10499	6605
10499	7068
10499	7533
10499	88
10499	896
1050	1050
1050	1387
1050	1499
1050	8554
10507	10507
10507	5788
1051	1050
1051	1051
1051	1052
1051	1054
1051	1386
1051	1387
1051	1649
1051	1956
1051	2099
1051	3297
1051	4790
1051	5925
1051	6667
1051	6688
1051	80142
1051	9252
1051	9454
10513	10513
10513	23208
10513	23212
10513	351
10513	367
10513	5125
10513	51510
10513	79594
10514	10891
10514	367
10514	3725
10514	4602
10514	5111
10516	4018
10519	5747
10519	5881
10519	7015
1052	1050
1052	1053
1052	1387
1052	6688
10521	10174
10521	3065
10521	51729
10521	6625
10521	8648
10526	3837
10526	5905
10527	3005
10527	3837
10527	5901
10529	87
1053	1649
1053	1869
1053	23641
1053	26037
1053	2623
1053	4602
1053	5925
1053	6688
1053	7329
1053	7750
10534	10534
10534	10574
10534	7203
10534	79025
10534	79050
10534	80125
10534	902
10538	10302
10538	10538
